is_upright	0.03003
	0.23782	aerobatics
	0.23765	karate_chops
	0.23745	light_sabers
	0.23721	magic_tricks
	0.23200	thundersticks
	0.23189	ballon
	0.23180	swordfighting
	0.23172	whistles
	0.23069	lightsabre
	0.23004	sch
	0.22803	blowing_bubbles
	0.22792	analy
	0.22604	gravity_defying_stunts
	0.22538	chi_gung
	0.22486	daredevil_stunt
	0.22480	blaster
	0.22391	acrobatic_maneuvers
	0.22371	chinging
	0.22358	keepie_uppie
	0.22314	signes
	0.22307	phaser
	0.22251	folllowing
	0.22236	lled
	0.22198	acrobatic
	0.22180	yo_yos
	0.22149	wield_lightsaber
	0.22085	legend_Ray_Harryhausen
	0.22062	lightspeed
	0.22039	teleporting
	0.22034	kite_flyer
	0.21996	roundhouse_kicks
does_work	0.05357
	0.50598	ox
	0.37386	horse
	0.34994	heart
	0.34944	trainer_Buck_Brannaman
	0.32789	mop
	0.31967	ant
	0.30997	equine_protozoal_myeloencephalitis_EPM
	0.30267	horses
	0.29950	thoroughbred
	0.29006	guts
	0.28557	pioneered_reversible_vasectomies
	0.28284	horseman
	0.28278	fetlocks
	0.28161	oxes
	0.27992	stallion
	0.27763	gallops
	0.27691	equine
	0.27655	owner_Edmund_Gann
	0.27651	herding_instinct
	0.27642	viruses_spyware_Trojan
	0.27629	bucked_shins
	0.27617	suspensory_ligaments
	0.27479	bowed_tendon
	0.27319	scopey
	0.27111	mule
	0.26941	stamina
	0.26874	intercranial
	0.26770	equine_veterinarian
	0.26683	dark_bay_colt
	0.26602	laryngeal_hemiplegia
	0.26471	tireless_worker
	0.26465	myectomy
	0.26433	peeler
	0.26313	viruses_trojan
	0.26255	biliary_drainage
	0.26240	saddlebred
	0.26156	bucking_bull
	0.26133	stud
	0.25957	intestinal_fortitude
	0.25902	gelded
	0.25786	lactic_acid_buildup
	0.25727	firster
	0.25677	racehorses
	0.25639	lion_hearted
	0.25618	laminitic
	0.25583	thoroughbred_horse
	0.25524	thoroughbred_stallion
	0.25489	willpower
	0.25478	frothy_bloat
	0.25441	viruses_worms_Trojan
is_necessary_essential	0.07937
	0.37071	bra
	0.34156	arm
	0.31689	helmet
	0.29184	toilet
	0.27251	coffee
	0.26444	bras
	0.25886	restroom
	0.24558	undergarments
	0.24061	washroom
	0.23967	urinal
	0.23005	lactation_rooms
	0.22787	body_armor
	0.22451	surgically_repaired_hip
	0.22330	neck_brace
	0.22180	helmets
	0.22118	brassiere
	0.21761	sanitary_napkin
	0.21734	breastfeeding
	0.21687	paper_towel_dispenser
	0.21567	muscle_stimulator
	0.21539	compression_garments
	0.21478	restraints
	0.21446	chin_strap
	0.21343	armored_vests
	0.21335	underwear
	0.21192	bathroom
	0.21107	telecom_munications
	0.21035	seat_belt
	0.21010	undergarment
	0.20768	motorpool
	0.20553	toilets
	0.20472	spokesman_Wong_Yongping
	0.20447	concessionaire_Aramark
	0.20353	insti_tutions
	0.20342	compression_socks
	0.20301	iced_grande
	0.20264	bone_stimulator
	0.20262	protective_eyewear
	0.20159	underwire_bra
	0.20054	locker_rooms
	0.19973	serivces
	0.19968	surgically_repaired_knee
	0.19850	bullet_resistant
	0.19828	cervical_spine_injury
	0.19825	prosthetic_orthotic
	0.19813	orange_minidresses
	0.19795	data_terminals_MDTs
	0.19762	headset
	0.19732	diaper
	0.19721	prosthetic_limb
is_inanimate	0.08485
	0.41999	rock
	0.30071	star_Farhad_Darya
	0.29618	puppet
	0.29179	lushly_layered
	0.29133	turntable
	0.28949	stone
	0.27893	needle
	0.27480	aristocrats_sipped_champagne
	0.27138	percussionist
	0.27024	music
	0.26850	bin
	0.26798	band
	0.26552	rocks
	0.25940	percussion
	0.25880	frontman_Alexi_Laiho
	0.25806	percussionists
	0.25762	duo_Blackalicious
	0.25700	unplugged_acoustic
	0.25601	hip-hop/rock
	0.25427	stoner_doom
	0.25199	pianos_guitars
	0.25121	avant_folk
	0.24881	drums
	0.24793	drummer_Tyshawn_Sorey
	0.24618	vocalist
	0.24579	musician
	0.24562	singer_Cristina_Scabbia
	0.24537	squalling_guitars
	0.24537	camera
	0.24500	soundboard
	0.24356	musicians
	0.24343	marimba
	0.24257	mighty_Wurlitzer
	0.24149	singer_Pierre_Bouvier
	0.24102	orchestral_ensembles
	0.24033	electroacoustic
	0.24013	mic
	0.23995	alt_rock
	0.23988	oud_lute
	0.23923	boomboxes
	0.23884	band_Parikrama
	0.23853	keyboardist_guitarist
	0.23843	synthesizer_riff
	0.23711	flammable_soundproofing
	0.23654	aural_collage
	0.23634	guitarists_bassists
	0.23566	mewithoutYou
	0.23531	santour
	0.23492	keyboardist
	0.23449	twiddling_knobs
has_soft_flesh	0.09449
	0.39657	melon
	0.37532	watermelon
	0.35358	flowers_Dangot
	0.35263	tomato
	0.34943	pawpaws
	0.34803	peaches
	0.34525	navel_oranges
	0.34014	sweet_bell_peppers
	0.33514	mango
	0.33438	stonefruit
	0.32993	satsuma
	0.32941	kale_turnips
	0.32183	heirloom_tomato
	0.32139	sweet_potato
	0.32014	peach_plum
	0.31939	strawberries
	0.31913	satsumas
	0.31839	strawberry
	0.31803	cauliflower
	0.31760	melons
	0.31750	sweet_peppers
	0.31638	plums_peaches
	0.31464	avocados
	0.31457	nectarines
	0.31317	cherry_tomatoes
	0.31260	strawberry_growers
	0.31216	durian_mangosteen
	0.31166	grower_packer_shipper
	0.30955	cauliflower_cabbage
	0.30746	grower_shipper
	0.30718	citrus_fruit
	0.30646	avocado
	0.30634	oranges_tangerines
	0.30541	aubergine
	0.30536	review_aggregator_Rotten
	0.30520	watermelons
	0.30520	carnaroli_rice
	0.30425	cabbages_broccoli
	0.30336	grower_shippers
	0.30297	basil_sorbet
	0.30286	apricots
	0.30255	cantaloupes_watermelons
	0.30248	rice_coarse_cereals
	0.30245	prawn
	0.30228	romas
	0.30222	citrus_fruits
	0.30208	watermelons_cantaloupes
	0.30176	tomatoes
	0.30138	muskmelon
	0.30061	grapefruit_oranges
is_any_shape	0.09459
	0.36771	window
	0.32697	mirror
	0.31135	eyes
	0.30278	button
	0.29540	pane
	0.29296	door
	0.28566	ear
	0.27338	buttom
	0.27015	prism
	0.26746	lens
	0.25910	doors
	0.25900	camera_lens
	0.25450	magnifier
	0.25281	buttons
	0.24053	nasdaq_WFC
	0.23935	floor_underfoot_creaked
	0.23806	reselect
	0.23781	iPLATO_Patient_Care
	0.23613	softkey
	0.23587	tabs
	0.23456	instant
	0.23452	mouths
	0.23439	innovative_Akatsuki_spacecraft
	0.23424	stickers_plastered
	0.23296	bag
	0.23034	windows
	0.23021	eye
	0.22730	spacebar
	0.22688	crystalize
	0.22658	ears
	0.22560	proactively_notifies
	0.22292	navigation_pane
	0.22163	telescoping_mirrors
	0.22028	rearview
	0.21962	keypress
	0.21921	magnification
	0.21800	dispenser
	0.21772	standardises
	0.21738	torwards
	0.21693	dashboard
	0.21691	zoom
	0.21606	personalises
	0.21556	inboxes
	0.21547	snail_mails
	0.21448	mainstream
	0.21367	hotlinks
	0.21350	nostril
	0.21312	magnifying
	0.21256	desk_drawers
	0.21102	refresh_browser
made_of_flesh_and_bones	0.09524
	0.31801	arm
	0.31199	gerbil
	0.29816	toe
	0.28984	calf
	0.27596	fore_fetlock
	0.27089	surgey
	0.27003	giraffe
	0.26780	hind_fetlock_joint
	0.26643	bowed_tendon
	0.26240	beluga_whale
	0.26062	lameness
	0.26000	hind_leg
	0.25480	gorilla
	0.25345	oversees_zoological
	0.25074	avascular_necrosis
	0.25059	hip_flexor_muscle
	0.24942	abdominal_muscle_strain
	0.24929	suspensory_ligament_injury
	0.24819	sore_Achilles_tendon
	0.24751	hind_ankle
	0.24588	groin_muscle
	0.24545	lethally_irradiated
	0.24371	arthritic_hips
	0.24082	ruptured_bicep
	0.24070	muscle_wastage
	0.24064	cod
	0.24017	hind_limb
	0.23914	metatarsal
	0.23848	undescended_testicle
	0.23795	leg
	0.23532	euthanased
	0.23520	shin_soreness
	0.23428	inflamed_pubic_bone
	0.23425	gluteal_muscle
	0.23401	budgie
	0.23349	gimpy_knees
	0.23324	ruptured_achilles_tendon
	0.23303	osteochondral_defects
	0.23276	strained_quadriceps
	0.23150	clavicular_joint
	0.23072	bicep
	0.22973	abductor_muscle
	0.22935	pinky_toe
	0.22933	mild_hamstring_strain
	0.22900	tight_hamstrings
	0.22899	torn_triceps_tendon
	0.22894	fractured_pastern
	0.22823	throat_abscess
	0.22756	sesamoid_bones
	0.22702	hoof_abscess
is_found_in_the_country	0.10309
	0.33986	jeep
	0.28947	jeeps
	0.28762	partridge
	0.27634	fox
	0.26777	hedgehog
	0.25972	quad_bike
	0.25778	tractor
	0.24694	mso_para_margin_0in
	0.24325	david.brett_@_thomsonreuters.com
	0.24223	unarmoured
	0.24127	quad_bikes
	0.23994	motorcyclist
	0.23503	subsidiary_Airstar
	0.23316	silver_Citroen_Saxo
	0.22744	quadbikes
	0.22717	motorbike
	0.22607	hunting_quail
	0.22581	rashly_driven
	0.22484	wild_tuskers
	0.22247	convoy
	0.21849	silver_Vauxhall_Astra
	0.21785	boars
	0.21711	gamekeepers
	0.21578	foxes
	0.21516	badgers
	0.21516	roadblock_manned
	0.21515	nearby_Injil_district
	0.21492	rted
	0.21429	horsebox
	0.21360	font_size_##.#pt
	0.21341	clay_pigeon_shoot
	0.21292	tractors
	0.21253	lorry
	0.21229	vehcile
	0.21136	fallow_deer
	0.21109	wardens
	0.20921	combine_harvester
	0.20889	pedigree_Holsteins
	0.20888	gyrocopter
	0.20803	deers
	0.20783	armored_vehicle
	0.20742	personnel_carriers_APCs
	0.20669	christoph.steitz_@_thomson.com
	0.20632	lightly_armored_Snatch
	0.20605	motorbike_rider
	0.20332	vehicle
	0.20203	etala'at
	0.20147	vehicles
	0.20059	hares
	0.20046	oncoming_lorry
has_species	0.10448
	0.36044	jellyfish
	0.31944	bear
	0.31672	beetle
	0.30147	bears
	0.29373	whale_shark
	0.29361	elephant
	0.28212	gypsy_moth
	0.28211	whale_sharks
	0.28197	spiders
	0.28084	stink_bug
	0.27907	beetles
	0.27676	humpback_whales
	0.27529	dugongs
	0.27304	feral_pigs
	0.27167	spider
	0.27088	mitten_crabs
	0.27023	stink_bugs
	0.26941	humpback_whale
	0.26860	gypsy_moths
	0.26397	dugong
	0.26314	leatherbacks
	0.25642	whales
	0.25558	sharks
	0.25555	insect
	0.25478	invasive_insect
	0.25455	mitten_crab
	0.25232	turtles
	0.25030	endangered_turtles
	0.25012	toxic_algae
	0.24937	leatherback
	0.24928	creatures
	0.24840	whale
	0.24821	tiger_mosquito_Aedes
	0.24684	gray_whale
	0.24680	caterpillar_infestation
	0.24657	elephants
	0.24628	brown_marmorated_stink_bugs
	0.24544	sea_creatures
	0.24458	pan_HER_ligand
	0.24440	coffee_berry_borer
	0.24416	mammal
	0.24228	predator
	0.24184	marine_stingers
	0.24178	creature
	0.24080	spur_throated_locust
	0.24076	avian_flu_virus
	0.23980	avian_botulism
	0.23899	long_horned_beetles
	0.23894	endangered_mammal
	0.23868	bed_bugs
does_play	0.10811
	0.36343	racing_greyhounds
	0.33827	pups
	0.32965	adoptable_animal
	0.32522	dolphin
	0.32261	adoptable_animals
	0.32201	marine_mammal
	0.32197	euthanized
	0.32037	adoptable_pets
	0.31974	pup
	0.31862	animal_behaviourists
	0.31409	dogs
	0.31328	re_homed
	0.31247	greyhounds
	0.31124	animal
	0.31060	dog
	0.30928	animals
	0.30737	rehoming
	0.30580	puppies
	0.30546	adoptable
	0.30519	cats
	0.30310	purebred
	0.30194	puppy
	0.30125	adoptable_pet
	0.30075	spcaLA
	0.29891	unadoptable
	0.29322	radio
	0.29234	animal_behaviorist
	0.29197	re_homing
	0.29083	wolf_hybrids
	0.28924	greyhound
	0.28920	dolphins
	0.28920	adoptable_dogs
	0.28862	veternarian
	0.28848	purebred_dogs
	0.28616	spokeswoman_Nicola_Beynon
	0.28611	otter
	0.28086	deemed_unadoptable
	0.28086	bottlenose_dolphin
	0.28020	purebreds
	0.27737	canines
	0.27721	bottlenose_dolphins
	0.27693	adopt_thons
	0.27632	veterinary_behaviorist
	0.27612	reputable_breeders
	0.27612	pet
	0.27558	pet_adoptions
	0.27517	marine_mammals
	0.27452	canine
	0.27447	belugas
	0.27407	animal_welfare
is_long_and_thin	0.11864
	0.34147	barges
	0.33287	barge
	0.30301	belt
	0.24896	bean
	0.24648	towboat
	0.24418	canoe
	0.24216	wand
	0.24032	pen
	0.23654	transload
	0.23277	hydrokinetic
	0.23136	downriver
	0.22216	hulled_tank
	0.22129	proprietary_Scandium_Alloys
	0.21943	coastwise
	0.21474	dock
	0.21422	towing_vessel
	0.21401	riverboats
	0.21302	hopper_dredge
	0.21271	soybean_farmer
	0.21209	grain_merchandisers
	0.21081	soybean_growers
	0.20943	hydrokinetic_turbine
	0.20745	barges_upriver
	0.20724	double_hulled_barges
	0.20708	cutter_suction_dredge
	0.20689	crane_barge
	0.20586	bilge_wastes
	0.20544	canoe_kayak
	0.20480	grain_merchandiser
	0.20472	downbound
	0.20471	corn_checkoff
	0.20426	towboats
	0.20288	inÂ
	0.20202	seagoing_vessels
	0.20172	transloading
	0.20120	tugboat_towboat
	0.20109	cokemaking
	0.20094	sternwheelers
	0.20070	seagoing_tug
	0.20063	docks
	0.19960	sunken_barges
	0.19959	cane
	0.19948	wildwater
	0.19837	beans
	0.19706	ethanol_biorefineries
	0.19695	icebreaker_Polar_Star
	0.19694	drillship_Deepwater
	0.19682	oceangoing_ship
	0.19673	upriver
	0.19626	homemade_rafts
is_found_in_pockets	0.12658
	0.35410	watch
	0.34449	wallet
	0.33887	pickpocketed
	0.32188	whistle
	0.30689	coin
	0.29874	wallets
	0.27186	coins
	0.26209	valuables
	0.25706	passbook
	0.25446	proximately_harmed
	0.25315	said.During
	0.25236	card
	0.24684	cashcard
	0.24195	ticket_stubs
	0.24070	penknife
	0.23927	watches
	0.23598	pocket
	0.23338	misplace
	0.22873	commemorative_coin
	0.22872	deputy_Michon_Mills
	0.22792	watching
	0.22700	debit_cardholders
	0.22443	billfold
	0.22236	mislay
	0.21989	cha_chinging
	0.21807	magnetic_stripe_EMV
	0.21776	captives_al_Mohammedawi
	0.21592	wristwatch
	0.21583	cardholders
	0.21524	forged_banknotes
	0.21473	fraudulent_ATM_withdrawals
	0.21461	watched
	0.21451	numismatic
	0.21413	credit_cards
	0.21337	cards
	0.21220	pawned
	0.21189	debit_cards
	0.21146	counterfeited
	0.21137	recovered
	0.21126	robbed
	0.21040	whistle_sounded
	0.20958	referee_Jonas_Nhlapo
	0.20854	checkbook
	0.20850	cashiers_checks
	0.20786	checkbooks
	0.20658	account
	0.20635	referee_Nicole_Petignat
	0.20524	hurl_expletives
	0.20373	squandering
	0.20285	online.The
does_live_by_water	0.12676
	0.40458	waterbirds
	0.39337	heron
	0.38847	bird_species
	0.38604	kingfisher
	0.38524	dragonfly
	0.38231	migratory_birds
	0.37643	bitterns
	0.37573	birdlife
	0.36572	waterbird
	0.36374	ospreys
	0.35910	avian_species
	0.35287	whooper_swans
	0.35273	wedge_tailed
	0.34835	migratory_raptors
	0.34584	kingfishers
	0.34496	bald_eagles
	0.34487	grassland_birds
	0.34366	neotropical_migrants
	0.34300	endangered_peregrine_falcons
	0.34288	herons
	0.34203	wading_birds
	0.34171	dragonflies
	0.34068	stone_curlew
	0.34013	egret
	0.34006	great_blue_heron
	0.33890	nesting_eagles
	0.33735	endangered_Irrawaddy_dolphins
	0.33649	migratory_bird_species
	0.33526	trumpeter_swan
	0.33522	kakariki
	0.33519	migratory_waterbirds
	0.33495	flycatcher
	0.33421	nesting_herons
	0.33412	tailed_eagle
	0.33405	neotropical_birds
	0.33317	migratory_bird
	0.33197	swans
	0.33175	warblers
	0.33146	hooded_warblers
	0.33110	rarest_birds
	0.33048	peregrine_falcons
	0.32968	peregrine
	0.32947	cichlid_fishes
	0.32782	wildlife
	0.32745	orange_bellied_parrots
	0.32744	woodlark
	0.32725	peregrine_falcon
	0.32638	gharial
	0.32618	wintering_birds
	0.32599	marsh_harriers
does_breathe	0.12903
	0.47326	whale
	0.44410	whales
	0.43241	shark
	0.42636	humpback_whales
	0.41682	killer_whale
	0.40792	dolphins
	0.40756	dolphin
	0.40095	orca
	0.38879	humpback_whale
	0.38616	sharks
	0.38383	sea_lions
	0.38027	marine_mammal
	0.37731	marine_mammals
	0.37358	humpback
	0.37017	humpbacks
	0.36936	killer_whales
	0.36819	belugas
	0.36460	beluga_whale
	0.36112	beaked_whale
	0.35632	bottlenose_dolphins
	0.35535	orcas
	0.35435	sea_lion
	0.35305	minke_whale
	0.35303	manatee
	0.35289	gray_whales
	0.34764	manatees
	0.34548	bull_sharks
	0.34535	gray_whale
	0.34517	whale_shark
	0.34346	cetaceans
	0.34041	giant_squid
	0.34008	jumbo_squid
	0.34000	bluefins
	0.33202	false_killer_whales
	0.32574	beaked_whales
	0.32374	squid_fishery
	0.32212	sperm_whale
	0.32202	bull_shark
	0.32191	loggerhead_turtle
	0.32174	porpoises
	0.32055	white_marlin
	0.31811	sperm_whales
	0.31442	bottlenose_dolphin
	0.31284	sea_otters
	0.31165	pygmy_sperm_whale
	0.31164	shrimp_trawling
	0.31035	cetacean
	0.30943	fin_whale
	0.30804	otters
	0.30798	marine_mammal_strandings
is_washed	0.13333
	0.31936	napkin
	0.30481	hair
	0.30043	flannel
	0.28871	knickers
	0.28269	undies
	0.26667	dirty_blond_locks
	0.26442	fireproof_underwear
	0.25724	underwear
	0.25463	plate
	0.25029	panties
	0.24898	flannels
	0.24860	pleated_slacks
	0.24515	pixie_boots
	0.24434	maker_Aderans_Holdings
	0.24394	updos
	0.24274	napkins
	0.24219	blonde_locks
	0.24095	chief_Cindi_Leive
	0.24032	unbuttoning
	0.23927	ponytails
	0.23916	undergarments
	0.23797	skimpiest
	0.23662	haircuts
	0.23567	label_Ksubi
	0.23374	hairstyles
	0.23340	porkpie_hats
	0.23288	jean_jackets
	0.23195	tried_outlawing_saggy
	0.23114	shaggy_hairstyle
	0.23104	long_sleeved_undershirt
	0.23010	bowties
	0.22993	punchy_caffeinated_start
	0.22765	unbrushed_hair
	0.22725	updo
	0.22691	sleeveless_dresses
	0.22686	spiky_mohawk
	0.22681	lapels
	0.22625	sleeves
	0.22592	jeans
	0.22493	stewardess_uniforms
	0.22489	wigs_hairpieces
	0.22445	skinny_jeans
	0.22439	eyeliner
	0.22395	holey_jeans
	0.22369	undershorts
	0.22368	smocks
	0.22362	monogrammed_cowboy_boots
	0.22323	dressy_shorts
	0.22285	aprons
	0.22247	seams
has_two_feet	0.13483
	0.34502	peacock
	0.34321	starling
	0.30249	fowl
	0.29977	cockerel
	0.29891	birds
	0.29473	parakeet
	0.29276	blackbirds_starlings
	0.28040	turkeys
	0.28015	bird
	0.27572	geese
	0.27310	songbirds
	0.27073	doves
	0.26895	bird_species
	0.26478	dove
	0.26260	waterfowl
	0.26234	starlings
	0.25976	trumpeter_swan
	0.25834	sparrow
	0.25768	avian
	0.25765	cuckoos
	0.25688	peacocks
	0.25633	wild_turkeys
	0.25582	parrot
	0.25218	sandhill_cranes
	0.25162	goose
	0.25013	mourning_doves
	0.24945	parakeets
	0.24738	crows
	0.24636	dead_pigeons_sparrows
	0.24615	turtle_doves
	0.24568	mallard
	0.24548	red_tailed_hawks
	0.24388	great_horned_owls
	0.24366	squawked
	0.24303	whoopers
	0.24182	blue_jays
	0.24161	whooping_cranes
	0.23834	migratory_birds
	0.23832	sparrows_finches
	0.23680	endangered_peregrine_falcons
	0.23575	rooster
	0.23493	migratory_songbirds
	0.23410	waterbirds
	0.23328	flocks
	0.23316	sedge_wrens
	0.23213	mallards
	0.23197	roosts
	0.23161	rarest_birds
	0.23144	whooping_crane
	0.23052	blackbird
has_types	0.13636
	0.29853	lily
	0.28918	nut
	0.28073	carnation
	0.26460	glue
	0.26411	varietal
	0.25393	grape
	0.24783	wine
	0.23466	appelation
	0.23192	genus
	0.22657	rootstock
	0.22590	mezcal
	0.22096	botanically
	0.21910	inhibiting_herbicides
	0.21540	blue_agave
	0.21539	eco_nomics
	0.21471	told_decanter.com
	0.21020	consanguineous
	0.20972	wine_grape_grower
	0.20916	grape_varietal
	0.20858	told_NutraIngredients_USA
	0.20833	cacao
	0.20707	de_Champagne_CIVC
	0.20680	winemakers
	0.20613	genera
	0.20576	gerald_ford
	0.20538	winegrape_growers
	0.20444	varietals
	0.20276	enologist
	0.20094	winegrower
	0.19937	winemaker_Randall_Grahm
	0.19888	blue_agave_grown
	0.19862	related_TIGR_gene
	0.19767	oligomeric_procyanidins
	0.19674	grape_brandy
	0.19640	broadband_CATV_DTV
	0.19505	scion
	0.19457	odorata
	0.19425	kindred
	0.19410	labrusca
	0.19380	muscadine_grapes
	0.19290	viniculture
	0.19259	grenache_shiraz
	0.19254	told_CosmeticsDesign.com
	0.19243	phenolic_antioxidants
	0.19239	glycosides
	0.19202	brunello_di_Montalcino
	0.19172	oenophile
	0.19116	flavus
	0.19114	alkaloids
	0.19054	chardonnay_cabernet_sauvignon
is_durable	0.14118
	0.41704	shoes
	0.33689	sneakers
	0.32734	jeans
	0.31769	footwear
	0.29301	bags
	0.28860	mat
	0.27898	sandals
	0.27706	tennis_shoes
	0.27246	denim
	0.26958	backpacks
	0.26446	insoles
	0.26439	shoe
	0.26008	resoled_shoes
	0.25852	activewear
	0.25748	slip_ons
	0.25329	bag
	0.25152	apparel
	0.25093	clothing
